지방우정청,총괄국명,우체국명, 주소(지번) , 주소(도로명) , 전화번호 
경북지방우정청,칠곡우체국,칠곡가산우체국,경상북도 칠곡군 가산면 천평리 134-4,경상북도 칠곡군 가산면 경북대로 1566 (천평리),054)971-7701
경북지방우정청,칠곡우체국,칠곡북삼우체국,경상북도 칠곡군 북삼읍 인평리 370-7,경상북도 칠곡군 북삼읍 인평중앙로 38 (인평리),054)972-4001
경북지방우정청,칠곡우체국,칠곡왜관리우편취급국,경상북도 칠곡군 왜관읍 왜관리 240-1,경상북도 칠곡군 왜관읍 중앙로 183 (왜관리),054)972-0486
경북지방우정청,봉화우체국,봉화우체국,경상북도 봉화군 봉화읍 내성리 234-8,경상북도 봉화군 봉화읍 봉화로 1158 (내성리),054)679-0100
경북지방우정청,봉화우체국,봉화춘양우체국,경상북도 봉화군 춘양면 의양리 378-10,경상북도 봉화군 춘양면 춘양로 175 (의양리),054)672-3300
경북지방우정청,봉화우체국,봉화소천우체국,경상북도 봉화군 소천면 현동리 685-3,경상북도 봉화군 소천면 소천로 1269-5 (현동리),054)672-7400
경북지방우정청,봉화우체국,봉화명호우체국,경상북도 봉화군 명호면 도천리 274-3,경상북도 봉화군 명호면 양지마을길 7-12 (도천리),054)672-1001
경북지방우정청,봉화우체국,봉화석포우체국,경상북도 봉화군 석포면 석포리 362-1,경상북도 봉화군 석포면 석포로1길 54 (석포리),054)672-6001
경북지방우정청,봉화우체국,봉화봉성우체국,경상북도 봉화군 봉성면 봉성리 367-5,경상북도 봉화군 봉성면 봉명로 558 (봉성리),054)672-9001
경북지방우정청,봉화우체국,봉화상운우체국,경상북도 봉화군 상운면 가곡리 395-26,경상북도 봉화군 상운면 예봉로 1290 (가곡리),054)672-5001
경북지방우정청,봉화우체국,봉화물야우체국,경상북도 봉화군 물야면 오록리 430-9,경상북도 봉화군 물야면 문수로 986 (오록리),054)672-2001
경북지방우정청,봉화우체국,봉화법전우체국,경상북도 봉화군 법전면 법전리 251-7,경상북도 봉화군 법전면 법전로 99 (법전리),054)672-4501
경북지방우정청,봉화우체국,봉화재산우체국,경상북도 봉화군 재산면 현동리 660-34,경상북도 봉화군 재산면 재산로 521 (현동리),054)672-8001
경북지방우정청,청도우체국,청도우체국,경상북도 청도군 청도읍 고수리 593-1,경상북도 청도군 청도읍 고수뒷길 52 (고수리),054)372-0100
경북지방우정청,청도우체국,청도유천우체국,경상북도 청도군 청도읍 유호리 526-56,경상북도 청도군 청도읍 유천길 73 (유호리),054)372-1001
경북지방우정청,청도우체국,청도풍각우체국,경상북도 청도군 풍각면 봉기리 744-3,경상북도 청도군 풍각면 헐티로 233 (봉기리),054)372-2001
경북지방우정청,청도우체국,청도금천우체국,경상북도 청도군 금천면 동곡리 917-15,경상북도 청도군 금천면 선암로 612 (동곡리),054)372-3008
경북지방우정청,청도우체국,청도이서우체국,경상북도 청도군 이서면 서원리 321-19,경상북도 청도군 이서면 학산1길 8 (서원리),054)372-4001
경북지방우정청,청도우체국,청도매전우체국,경상북도 청도군 매전면 동산리 233-14,경상북도 청도군 매전면 청려로 3689 (동산리),054)372-5001
경북지방우정청,청도우체국,청도화양우체국,경상북도 청도군 화양읍 서상리 7-2,경상북도 청도군 화양읍 도주관로 151 (서상리),054)372-0091
경북지방우정청,청도우체국,청도운문우체국,경상북도 청도군 운문면 대천리 1462-97,경상북도 청도군 운문면 청려로 4725 (대천리),054)372-8601
경북지방우정청,청도우체국,청도각남우체국,경상북도 청도군 각남면 예리리 502-4,경상북도 청도군 각남면 각남로 89 (예리리),054)372-6001
경북지방우정청,청도우체국,청도각북우체국,경상북도 청도군 각북면 남산리 272,경상북도 청도군 각북면 헐티로 806 (남산리),054)372-7001
경북지방우정청,청도우체국,청도고수리우편취급국,경상북도 청도군 청도읍 고수리 846-6,경상북도 청도군 청도읍 청화로 203-1 (고수리),054)372-1436
경북지방우정청,청송우체국,청송우체국,경상북도 청송군 청송읍 월막리 243-2,경상북도 청송군 청송읍 중앙로 249-8 (월막리),054)873-2004
경북지방우정청,청송우체국,청송진보우체국,경상북도 청송군 진보면 진안리 422-6,경상북도 청송군 진보면 진보로 116 (진안리),054)874-2001
경북지방우정청,청송우체국,청송현서우체국,경상북도 청송군 현서면 구산리 94-2,경상북도 청송군 현서면 구산동로 26 (구산리),054)872-5001
경북지방우정청,청송우체국,청송현동우체국,경상북도 청송군 현동면 도평리 807-12,경상북도 청송군 현동면 도평관길 14 (도평리),054)872-8001
경북지방우정청,청송우체국,청송부남우체국,경상북도 청송군 부남면 대전리 636-30,경상북도 청송군 부남면 대전로 122 (대전리),054)872-3400
경북지방우정청,청송우체국,청송안덕우체국,경상북도 청송군 안덕면 명당리 374-6,경상북도 청송군 안덕면 안덕로 52 (명당리),054)872-0001
경북지방우정청,청송우체국,청송파천우체국,경상북도 청송군 파천면 관리 572-3,경상북도 청송군 파천면 청송로 5532 (관리),054)872-3200
경북지방우정청,청송우체국,주왕산우체국,경상북도 청송군 부동면 이전리 827,경상북도 청송군 부동면 부동로 1008 (이전리),054)873-2802
경북지방우정청,청송우체국,청송광덕우편취급국,경상북도 청송군 진보면 광덕리 산 2,경상북도 청송군 진보면 양정길 217 (광덕리),054)874-3517
경북지방우정청,성주우체국,성주우체국,경상북도 성주군 성주읍 경산리 660-3,경상북도 성주군 성주읍 성주로 3210 (경산리),054)930-1200
경북지방우정청,성주우체국,성주가천우체국,경상북도 성주군 가천면 창천리 1242-28,경상북도 성주군 가천면 창금로 311 (창천리),054)932-4001
경북지방우정청,성주우체국,성주월항우체국,경상북도 성주군 월항면 안포리 337-4,경상북도 성주군 월항면 주산로 370 (안포리),054)932-9001
경북지방우정청,성주우체국,성주벽진우체국,경상북도 성주군 벽진면 수촌리 756-3,경상북도 성주군 벽진면 벽봉로 59 (수촌리),054)932-7001
경북지방우정청,성주우체국,성주초전우체국,경상북도 성주군 초전면 대장리 651-3,경상북도 성주군 초전면 대장1길 28 (대장리),054)932-8001
경북지방우정청,성주우체국,성주용암우체국,경상북도 성주군 용암면 용정리 284-6,경상북도 성주군 용암면 운용로 1024 (용정리),054)932-2101
경북지방우정청,성주우체국,성주수륜우체국,경상북도 성주군 수륜면 신파리 118-13,경상북도 성주군 수륜면 신파1길 10-7 (신파리),054)932-3101
경북지방우정청,성주우체국,성주선남우체국,경상북도 성주군 선남면 관화리 675-5,경상북도 성주군 선남면 관화길 83-1 (관화리),054)932-1001
경북지방우정청,성주우체국,성주대가우체국,경상북도 성주군 대가면 옥성리 732-17,경상북도 성주군 대가면 여실길 5 (옥성리),054)932-6001
경북지방우정청,성주우체국,성주금수우체국,경상북도 성주군 금수면 광산리 106-3,경상북도 성주군 금수면 성주로 1900 (광산리),054)932-5001
경북지방우정청,군위우체국,군위우체국,경상북도 군위군 군위읍 서부리 56-1,경상북도 군위군 군위읍 중앙길 82 (서부리),054)383-2800
경북지방우정청,군위우체국,군위의흥우체국,경상북도 군위군 의흥면 읍내리 420-23,경상북도 군위군 의흥면 읍내2길 4 (읍내리),054)382-7001
경북지방우정청,군위우체국,군위효령우체국,경상북도 군위군 효령면 중구리 209-8,경상북도 군위군 효령면 치산효령로 2407 (중구리),054)382-8001
경북지방우정청,군위우체국,군위소보우체국,경상북도 군위군 소보면 송원리 695-4,경상북도 군위군 소보면송원3길 31 (송원리),054)382-4001
경북지방우정청,군위우체국,군위부계우체국,경상북도 군위군 부계면 창평리 895-2,경상북도 군위군 부계면 창평길 5 (창평리),054)382-2001
경북지방우정청,군위우체국,삼국유사우체국,경상북도 군위군 삼국유사면 화수리 78-4,경상북도 군위군 삼국유사면 삼국유사로 28(화수리),054)382-1001
경북지방우정청,군위우체국,군위우보우체국,경상북도 군위군 우보면 이화리 1197,경상북도 군위군 우보면 이화길 113 (이화리),054)382-6001
경북지방우정청,군위우체국,군위산성우체국,경상북도 군위군 산성면 화본리 867-15,경상북도 군위군 산성면 산성가음로 684 (화본리),054)382-3001
경북지방우정청,영양우체국,영양우체국,경상북도 영양군 영양읍 서부리 158-1,경상북도 영양군 영양읍 중앙로 90 (서부리),054)682-0001
경북지방우정청,영양우체국,영양청기우체국,경상북도 영양군 청기면 정족리 762-12,경상북도 영양군 청기면 청기로 1617-6 (정족리),054)683-6001
경북지방우정청,영양우체국,영양수비우체국,경상북도 영양군 수비면 발리리 330,경상북도 영양군 수비면 한티로 473-7 (발리리),054)682-9001
경북지방우정청,영양우체국,영양입암우체국,경상북도 영양군 입암면 신구리 535-2,경상북도 영양군 입암면 입암로 92 (신구리),054)682-4001
경북지방우정청,영양우체국,영양석보우체국,경상북도 영양군 석보면 원리리 474-3,경상북도 영양군 석보면 원리길 6-1 (원리리),054)682-8001
경북지방우정청,영양우체국,영양일월우체국,경상북도 영양군 일월면 도계리 771-3,경상북도 영양군 일월면 영양로 2373 (도계리),054)682-5001
경북지방우정청,고령우체국,고령우체국,경상북도 고령군 고령읍 쾌빈리 433-8,경상북도 고령군 대가야읍 중앙로 1-1 (쾌빈리),054)954-0004
경북지방우정청,고령우체국,고령개진우체국,경상북도 고령군 개진면 옥산리 495-5,경상북도 고령군 개진면 개경포로 955 (옥산리),054)954-8001
경북지방우정청,고령우체국,고령쌍림우체국,경상북도 고령군 쌍림면 귀원리 271-3,경상북도 고령군 쌍림면 대가야로 608 (귀원리),054)955-0001
경북지방우정청,고령우체국,고령성산우체국,경상북도 고령군 성산면 어곡리 141-3,경상북도 고령군 성산면 성산로 902-4 (어곡리),054)954-4001
경북지방우정청,고령우체국,고령운수우체국,경상북도 고령군 운수면 봉평리 596-2,경상북도 고령군 운수면 잣밭길 7 (봉평리),054)955-5002
경북지방우정청,고령우체국,고령다산우체국,경상북도 고령군 다산면 상곡리 141-11,경상북도 고령군 다산면 상곡길 73 (상곡리),054)955-6001
경북지방우정청,고령우체국,고령우곡우체국,경상북도 고령군 우곡면 도진리 164-2,경상북도 고령군 우곡면 도진3길 7 (도진리),054)955-4401
경북지방우정청,고령우체국,고령덕곡우편취급국,경상북도 고령군 덕곡면 가륜리 222-2 ,경상북도 고령군 덕곡면 덕운로 821 ,054-945-5701
경북지방우정청,울릉우체국,울릉우체국,경상북도 울릉군 울릉읍 도동리 264,경상북도 울릉군 울릉읍 도동2길 80 (도동리),054)791-0510
경북지방우정청,울릉우체국,울릉저동우체국,경상북도 울릉군 울릉읍 도동리 331-2,경상북도 울릉군 울릉읍 봉래2길 14 (도동리),054)791-2238
경북지방우정청,울릉우체국,울릉서면우체국,경상북도 울릉군 서면 남서리 629-25,경상북도 울릉군 서면 남양5길 29 (남서리),054)791-4900
경북지방우정청,울릉우체국,울릉천부우체국,경상북도 울릉군 북면 천부리 516-3,경상북도 울릉군 북면 천부길 18 (천부리),054)791-6000
경북지방우정청,울릉우체국,울릉태하우편취급국,경상북도 울릉군 서면 태하리 553-1,경상북도 울릉군 서면 태하2길 14 (태하리),054)791-3629
경북지방우정청,안동우편집중국,안동우편집중국,경상북도 안동시 운흥동 300-9,경상북도 안동시 축제장길 262 (운흥동),054)850-2610
경북지방우정청,포항우편집중국,포항우편집중국,경상북도 포항시 북구 흥해읍 대련리 산 161-5,경상북도 포항시 북구 흥해읍 새마을로 379 (대련리),054)230-7915
전북지방우정청,전주우체국,전주우체국,전라북도 전주시 완산구 효자동2가 1245-4,전북 전주시 완산구 서원로 99,063)230-2635
전북지방우정청,전주우체국,전북도청출장소,전라북도 전주시 완산구 효자동3가 151-2,전북 전주시 완산구 효자로 225,063)223-0497
전북지방우정청,전주우체국,전주태평동우체국,전라북도 전주시 완산구 태평동 34-7,전북 전주시 완산구 태평3길 35,063)274-4532
전북지방우정청,전주우체국,전주효자동우체국,전라북도 전주시 완산구 효자동1가 167-68,전북 전주시 완산구 용머리로 127,063)223-2300
전북지방우정청,전주우체국,전주서학동우체국,전라북도 전주시 완산구 서서학동 113-8,전북 전주시 완산구 팔달로 15,063)286-2004
전북지방우정청,전주우체국,전주중노송동우체국,전라북도 전주시 완산구 중노송1동 354-19,전북 전주시 완산구 인봉북로 2,063)287-4056
전북지방우정청,전주우체국,전주중화산동우체국,전라북도 전주시 완산구 중화산동2가 241-2,전북 전주시 완산구 백제대로 280,063)222-0115
전북지방우정청,전주우체국,전주삼천동우체국,전라북도 전주시 완산구 삼천동1가 633-2,전북 전주시 완산구 거마중앙로 47,063)225-0115
전북지방우정청,전주우체국,전주효자3동우체국,전라북도 전주시 완산구 효자동1가 651-1,전북 전주시 완산구 효자천변2길 15,063)226-5003
전북지방우정청,전주우체국,전주효자4동우체국,전라북도 전주시 완산구 효자동3가 1407-2,전북 전주시 완산구 서곡로 94,063)275-7624
전북지방우정청,전주우체국,전주서신동우체국,전라북도 전주시 완산구 서신동 804-3,전북 전주시 완산구 서신천변14길 6-5,063)271-1761
전북지방우정청,전주우체국,전주평화동우체국,전라북도 전주시 완산구 평화2동 861-4,전북 전주시 완산구 평화로 164,063)227-2680
전북지방우정청,전주우체국,전주경원동우체국,전라북도 전주시 완산구 경원동 1가 89,전북 전주시 완산구 전라감영5길 20,063)285-2630
전북지방우정청,전주우체국,전주동부우편취급국,전라북도 전주시 완산구 풍남동1가 11-3,전북 전주시 완산구 충경로 106,063)283-1088
전북지방우정청,전주우체국,전주교동우편취급국,전라북도 전주시 완산구 교동 39-3,전북 전주시 완산구 향교길 105,063)285-9170
전북지방우정청,전주우체국,전주광진우편취급국,전라북도 전주시 완산구 효자동1가 66,전북 전주시 완산구 안행로 107,063)221-5114
전북지방우정청,전주우체국,전주서원우편취급국,전라북도 전주시 완산구 효자동1가 621-16,전북 전주시 완산구 신봉5길 6,063)225-7770
전북지방우정청,전주우체국,전주근영우편취급국,전라북도 전주시 완산구 중화산동2가 592-16,전북 전주시 완산구 중화산로 98,063)225-6167
전북지방우정청,전주우체국,전주서부우편취급국,전라북도 전주시 완산구 삼천동1가 671-5,전북 전주시 완산구 하거마2길 28-5,063)222-2927
전북지방우정청,전주우체국,전주기전대학우편취급국,전라북도 전주시 완산구 중화산동1가 177,전북 전주시 완산구 전주천서로 267,063)285-0130
전북지방우정청,전주우체국,전주대학교우편취급국,전라북도 전주시 완산구 효자동2가 1080 전주대학교 학생회관,전북 전주시 완산구 천잠로 303,063)221-1160
전북지방우정청,동전주우체국,동전주우체국,전라북도 전주시 덕진구 인후동2가 1534,전북 전주시 덕진구 백제대로 714,063)240-3810
전북지방우정청,동전주우체국,전주여의동우체국,전라북도 전주시 덕진구 동산동 690-2,전북 전주시 덕진구 동산1길 124,063)213-4421
전북지방우정청,동전주우체국,전주덕진동우체국,전라북도 전주시 덕진구 덕진동1가 1276-10,전북 전주시 덕진구 녹두길 78,063)274-4232
전북지방우정청,동전주우체국,전주진북동우체국,전라북도 전주시 덕진구 진북동 350-6,전북 전주시 덕진구 남북1길 60,063)274-4631
전북지방우정청,동전주우체국,전주팔복동우체국,전라북도 전주시 덕진구 팔복동1가 138-3,전북 전주시 덕진구 신복3길 4,063)212-7285
전북지방우정청,동전주우체국,전주송천동우체국,전라북도 전주시 덕진구 송천동1가 488-2,전북 전주시 덕진구 송천로 224,063)251-3271
전북지방우정청,동전주우체국,전주진북2동우체국,전라북도 전주시 덕진구 진북동 434-84,전북 전주시 덕진구 벚꽃길 48,063)251-0032
전북지방우정청,동전주우체국,전주인후동우체국,전라북도 전주시 덕진구 인후동1가 756-19,전북 전주시 덕진구 명주길 34,063)243-0115
전북지방우정청,동전주우체국,전주인후3동우체국,전라북도 전주시 덕진구 인후동1가 916-3,전북 전주시 덕진구 가재미2길 40,063)245-1708
전북지방우정청,동전주우체국,전주법원우체국,전라북도 전주시 덕진구 덕진동2가 1416-1,전북 전주시 덕진구 가인길 98,063)274-4120
전북지방우정청,동전주우체국,전주호성동우체국,전라북도 전주시 덕진구 호성동1가 587-49,전북 전주시 덕진구 호성3길 10,063)274-3121
전북지방우정청,동전주우체국,전주장동우체국,전리북도 전주시 덕진구 장동 1088-1,전북 전주시 출판로 90,063)716-9561
전북지방우정청,동전주우체국,전주현대우편취급국,전라북도 전주시 덕진구 덕진동2가 667-3,전북 전주시 덕진구 추탄로 46,063)232-7474
전북지방우정청,동전주우체국,전주금암2동우편취급국,전라북도 전주시 덕진구 금암동 1557-7,전북 전주시 덕진구 조경단로 51,063)254-1660
전북지방우정청,동전주우체국,전주인후1동우편취급국,전라북도 전주시 덕진구 인후동1가 575-21,전북 전주시 덕진구 심방죽2길 10,063)246-2854
전북지방우정청,동전주우체국,전주성덕우편취급국,전라북도 전주시 덕진구 성덕동 491-4,전북 전주시 덕진구 번영로 214,063)211-3024
전북지방우정청,동전주우체국,전주전은빌딩우편취급국,전라북도 전주시 덕진구 금암동 669-2,전북 전주시 덕진구 백제대로 566,063)250-7932
전북지방우정청,동전주우체국,전북대학교우편취급국,전라북도 전주시 덕진구 덕진동1가 664-14 전북대학교 제2학생회관,전북 전주시 덕진구 백제대로 567,063)274-4020
전북지방우정청,동전주우체국,전주에코시티우편취급국,"전라북도 전주시 덕진구 송천동2가 1345, 상가109호","전라북도 전주시 덕진구 세병로 134 (송천동2가), 상가109호",632521050
전북지방우정청,군산우체국,군산우체국,전라북도 군산시 중앙로1가동 16-1,전북 군산시 거석길 42,063)440-6120
전북지방우정청,군산우체국,군산대야우체국,전라북도 군산시 대야면 지경리 766-15,전북 군산시 대야면 번영로 883,063)451-2001
전북지방우정청,군산우체국,군산경암동우체국,전라북도 군산시 경암동 612-11,전북 군산시 해망로 38,063)445-7323
전북지방우정청,군산우체국,군산임피우체국,전라북도 군산시 임피면 읍내리224-7,전북 군산시 임피면 동군산로 683,063)453-2300
전북지방우정청,군산우체국,군산옥서우체국,전라북도 군산시 옥서면 옥봉리 65-5,전북 군산시 옥서면 원성산1길 28,063)471-4800
전북지방우정청,군산우체국,군산회현우체국,전라북도 군산시 회현면 대정리69-1,전북 군산시 회현면 대위로 431,063)466-6000
전북지방우정청,군산우체국,군산문화동우체국,전라북도 군산시 문화동 917-3,전북 군산시 팔마로 14,063)462-2100
전북지방우정청,군산우체국,군산선유도우체국,전라북도 군산시 옥도면 선유도리 334,전북 군산시 옥도면 선유북길 69,063)465-0007
전북지방우정청,군산우체국,군산어청도우체국,전라북도 군산시 옥도면 어청도리 322-33,전북 군산시 옥도면 어청도길 49-2,063)4667002
전북지방우정청,군산우체국,군산나운동우체국,전라북도 군산시 나운동 340-18,전북 군산시 공단대로 400,063)466-1831
전북지방우정청,군산우체국,군산조촌동우체국,전라북도 군산시 조촌동 900-7,전북 군산시 조촌로 13,063)452-2106
전북지방우정청,군산우체국,군산지원우체국,전라북도 군산시 조촌동 880,전북 군산시 법원로 68,063)452-7800
전북지방우정청,군산우체국,군산소룡동우체국,전라북도 군산시 소룡동 1525-12,전북 군산시 공항로 89,063)468-9100
전북지방우정청,군산우체국,군산지곡동우체국,전라북도 군산시 지곡동 491-1,전북 군산시 백토로 227,063)463-0035
전북지방우정청,군산우체국,군산성산우체국,전라북도 군산시 성산면 고봉리 289-3,전북 군산시 성산로 46,063)453-0200
전북지방우정청,군산우체국,군산개정우체국,전라북도 군산시 개정면 아동리 256-6,전북 군산시 개정면 아동남로 39,063)452-9702
전북지방우정청,군산우체국,군산서수우체국,전라북도 군산시 서수면 서수리 772-5,전북 군산시 서수면 항쟁로 136,063)453-3400
전북지방우정청,군산우체국,군산옥산우체국,전라북도 군산시 옥산면 옥산리 58-1,전북 군산시 옥산면 산성로 227,063)464-4500
전북지방우정청,군산우체국,군산나포우체국,전라북도 군산시 나포면 옥곤리 507-5,전북 군산시 나포면 십자들로 742,063)453-1300
전북지방우정청,군산우체국,군산옥구우체국,전라북도 군산시 옥구읍 선제리 92-7,전북 군산시 옥구읍 상평로 17,063)464-9718
전북지방우정청,군산우체국,군산산업단지우체국,전라북도 군산시 오식도동 624-11,전북 군산시 요죽3길 14,063)468-5977
전북지방우정청,군산우체국,군산나운2동우체국,전라북도 군산시 나운2동 45-8,전북 군산시 백토로 111,063)462-0820
전북지방우정청,군산우체국,군산수송동우체국,전라북도 군산시 수송동 820-6,전북 군산시 월명로 211,063)731-0071
전북지방우정청,군산우체국,군산대학교우편취급국,전라북도 군산시 미룡동 290-2 군산대학교 두드림센터,전북 군산시 대학로 558,063(466-8900
전북지방우정청,군산우체국,군산세종우편취급국,전라북도 군산시 조촌동 491,전북 군산시 백릉로 162,063)452-9887
전북지방우정청,익산우체국,익산우체국,전라북도 익산시 모현동2가 690,전북 익산시 배산로 171,063)840-8330
전북지방우정청,익산우체국,익산용동출장소,전라북도 익산시 용동면 대조리 799-3,전북 익산시 용동면 용동1길 85,063)862-4001
전북지방우정청,익산우체국,익산함열우체국,전라북도 익산시 함열읍 와리 262-1,전북 익산시 함열읍 함열중앙로 41,063)861-7301
전북지방우정청,익산우체국,익산여산우체국,전라북도 익산시 여산면 여산리 423-4,전북 익산시 여산면 가람로 382,063)836-5000
전북지방우정청,익산우체국,익산춘포우체국,전라북도 익산시 춘포면 춘포리 34-3,전북 익산시 춘포면 춘포2길 17,063)842-7100
전북지방우정청,익산우체국,익산황등우체국,전라북도 익산시 황등면 황등리 1003-1,전북 익산시 황등면 황등로 105,063)856-6000
전북지방우정청,익산우체국,익산금마우체국,전라북도 익산시 금마면 동고도리 879,전북 익산시 금마길 금마길 55,063)836-6002
전북지방우정청,익산우체국,익산신동우체국,전라북도 익산시 신동 350-1,전북 익산시 익산대로64길 22,063)852-3344
전북지방우정청,익산우체국,익산남중동우체국,전라북도 익산시 남중동 42-5,전북 익산시 인북1로 242,063)854-0011
전북지방우정청,익산우체국,익산주현동우체국,전라북도 익산시 주현동 229-21,전북 익산시 서동로 53,063)856-8080
전북지방우정청,익산우체국,익산영등동우체국,전라북도 익산시 영등동 691-5,전북 익산시 고봉로18길 69-57,063)831-9201
전북지방우정청,익산우체국,익산동산동우체국,전라북도 익산시 동산동 609-55,전북 익산시 평동로 734,063)857-5839
전북지방우정청,익산우체국,익산부송동우체국,전라북도 익산시 부송동 1036,전북 익산시 부송1로 67-4,063)832-2376
전북지방우정청,익산우체국,익산2공단우체국,전라북도 익산시 팔봉동 826-2,전북 익산시 석암로3길 67,063)831-3012
전북지방우정청,익산우체국,익산영등2동우체국,전라북도 익산시 영등동 839-1,전북 익산시 무왕로13길 20,063)836-0120
전북지방우정청,익산우체국,익산함라우체국,전라북도 익산시 함라면 함열리 290,전북 익산시 함라면 천남길 2,063)856-9001
전북지방우정청,익산우체국,익산중앙동우체국,전라북도 익산시 중앙동 3가 125번지,전북 익산시 평동로7길 57,063)855-5547
전북지방우정청,익산우체국,익산용안우체국,전라북도 익산시 용안면 교동리 370-1,전북 익산시 용안면 현내로 379,063)861-4401
전북지방우정청,익산우체국,익산낭산우체국,전라북도 익산시 낭산면 삼담리 554-20,전북 익산시 낭산면 함낭로 951,063)861-5701
전북지방우정청,익산우체국,익산오산우체국,전라북도 익산시 오산면 오산리 139-2,전북 익산시 오산면 평동로 313,063)852-7441
전북지방우정청,익산우체국,익산왕궁우체국,전라북도 익산시 왕궁면 흥암리 506-4,전북 익산시 왕궁면 왕궁로 533,063)832-4000
전북지방우정청,익산우체국,익산성당우체국,전라북도 익산시 성당면 장선리 220-3,전북 익산시 성당면 성당로 200,063)861-1233
전북지방우정청,익산우체국,익산망성우체국,전라북도 익산시 망성면 신작리 537-1,전북 익산시 망성면 신작길 137,063)861-8700
전북지방우정청,익산우체국,익산팔봉동우체국,전라북도 익산시 팔봉동 산 165-2,전북 익산시 무왕로 1383,063)835-2700
전북지방우정청,익산우체국,익산웅포우체국,전라북도 익산시 웅포면 웅포리 830,전북 익산시 웅포면 강변로 11,063)862-6402
전북지방우정청,익산우체국,익산삼기우체국,전라북도 익산시 삼기면 간촌리 147-75,전북 익산시 삼기면 황금로 516,063)858-8200
전북지방우정청,익산우체국,익산원광대학교우편취급국,"전라북도 익산시 신동 272, 원광대학교 학생회관",전북 익산시 익산대로 460,063)852-0600
전북지방우정청,익산우체국,익산서송학우편취급국,전라북도 익산시 송학동 385-29,전북 익산시 배산로1길 50,063)854-0012
전북지방우정청,익산우체국,익산소라우편취급국,전라북도 익산시 신동 817-31,전북 익산시 인북로 333,063)854-4200
전북지방우정청,익산우체국,익산터질목우편취급국,전라북도 익산시 어양동 606-1 쌍용아파트상가,전북 익산시 동서로61길 8,063)831-3100
전북지방우정청,정읍우체국,정읍우체국,전라북도 정읍시 수성동 558-2,전북 정읍시 중앙로 119,063)530-7755
전북지방우정청,정읍우체국,정읍신태인우체국,전라북도 정읍시 신태인읍 신태인리 157-14,전북 정읍시 신태인읍 신태인1길 31-8,063)571-2300
전북지방우정청,정읍우체국,정읍태인우체국,전라북도 정읍시 태인면 태성리 554-1,전북 정읍시 태인면 향교1길 5,063)534-4002
전북지방우정청,정읍우체국,정읍고부우체국,전라북도 정읍시 고부면 고부리 148,전북 정읍시 고부면 교동3길 10-9,063)536-0002
전북지방우정청,정읍우체국,정읍칠보우체국,전라북도 정읍시 칠보면 시산리 602-3,전북 정읍시 칠보면 칠보중앙로 103,063)534-3711
전북지방우정청,정읍우체국,정읍산외우체국,전라북도 정읍시 산외면 평사리 465-6,전북 정읍시 산외면 운전2길 2,063)537-5002
전북지방우정청,정읍우체국,정읍감곡우체국,전라북도 정읍시 감곡면 방교리 249-2,전북 정읍시 감곡면 원삼3길 2,063)571-3333
전북지방우정청,정읍우체국,정읍상동우체국,전라북도 정읍시 상동 401-3,전북 정읍시 충정로 120,063)536-6007
전북지방우정청,정읍우체국,정읍수성동우체국,전라북도 정읍시 수성동 919-5,전북 정읍시 수성로 45,063)532-8004
전북지방우정청,정읍우체국,정읍입암우체국,전라북도 정읍시 입암면 마석리 145-7,전북 정읍시 입암면 정읍남로 793-4,063)534-2002
전북지방우정청,정읍우체국,정읍이평우체국,전라북도 정읍시 이평면 두지리 159-1,전북 정읍시 이평면 황토현로 311,063)534-1002
전북지방우정청,정읍우체국,정읍정우우체국,전라북도 정읍시 정우면 초강리 58-2,전북 정읍시 정우면 정신로 584-1,063)537-9002
전북지방우정청,정읍우체국,정읍소성우체국,전라북도 정읍시 소성면 보화리 181-9,전북 정읍시 소성면 보화1길 129-1,063)537-6002
전북지방우정청,정읍우체국,정읍북면우체국,전라북도 정읍시 북면 한교리 339-2,전북 정읍시 북면 정읍북로 502,063)535-0402
전북지방우정청,정읍우체국,정읍산내우체국,전라북도 정읍시 산내면 능교리 434-3,전북 정읍시 산내면 능교1길 18,063)538-4002
전북지방우정청,정읍우체국,정읍덕천우체국,전라북도 정읍시 덕천면 우덕리 388-2,전북 정읍시 덕천면 내정3길 4,063)536-0201
전북지방우정청,정읍우체국,정읍영원우체국,전라북도 정읍시 영원면 은선리 182-5,전북 정읍시 영원면 영원로 1084-1,063)535-7000
전북지방우정청,정읍우체국,정읍옹동우체국,전라북도 정읍시 옹동면 칠석리 149-3,전북 정읍시 옹동면 옹지동촌로 224,063)537-8002
전북지방우정청,정읍우체국,정읍관통로우편취급국,전라북도 정읍시 상동 711-21,전북 정읍시 관통로 63-1,063)533-8639
전북지방우정청,정읍우체국,정읍금붕동우편취급국,전라북도 정읍시 금붕동 115,전북 정읍시 내장산로 283,063)536-4043
전북지방우정청,완주우체국,완주우체국,전라북도 완주군 삼례읍 삼례리 927-2,전북 완주군 삼례읍 삼봉로 19,063)291-4800
전북지방우정청,완주우체국,완주고산우체국,전라북도 완주군 고산면 읍내리 578-2,전북 완주군 고산면 고산로 96,063)263-4000
전북지방우정청,완주우체국,완주봉동우체국,전라북도 완주군 봉동읍 장기리 217-3,전북 완주군 봉동읍 봉동로 157,063)262-2002
전북지방우정청,완주우체국,완주경천출장소,전라북도 완주군 경천면 경천리 225-16,전북 완주군 경천면 대둔산로 238,063)262-3033
