번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명
3465,대규모점포,08_25_01_P,3310000,2.01533E+18,20151109,,3,폐업,3,폐업처리,20191218,,,,02-2006-2156,974.65,,부산광역시 남구 용호동 958번지,부산광역시 남구 신선로 566-3 (용호동),48515,(주)지에스리테일 부산용호점,2.01912E+13,U,40:00.0,구분없음,392463.2213,183403.4999,준대규모점포
3466,대규모점포,08_25_01_P,3350000,2.00534E+18,20050630,,3,폐업,3,폐업처리,20210112,20200928,20210927,,051-580-7711,12953,,부산광역시 금정구 부곡동 223번지 1호,부산광역시 금정구 중앙대로 1731 (부곡동),609819,롯데쇼핑(주) 롯데마트 금정점,2.02101E+13,U,40:00.0,대형마트,390319.1538,195305.7836,대규모점포
3467,대규모점포,08_25_01_P,5670000,2.01157E+18,20110629,,3,폐업,3,폐업처리,20210225,,,,055 221 8545,229,,경상남도 창원시 마산합포구 월영동 703번지 2호 대동아파트,"경상남도 창원시 마산합포구 월영남로 42, 상가동 201~203호 (월영동)",51771,홈플러스(주) 익스프레스 월영점,2.02102E+13,I,23:01.0,그 밖의 대규모점포,341862.5651,187325.5614,준대규모점포
3468,대규모점포,08_25_01_P,5670000,2.01157E+18,20110809,,3,폐업,3,폐업처리,20200321,,,,55-713-3011,872,641848,경상남도 창원시 의창구 팔용동 101번지 팔용종합상가,"경상남도 창원시 의창구 팔용로 438 (팔용동,팔용종합상가)",,(주)지에스리테일창원팔용점,2.02009E+13,I,23:01.0,그 밖의 대규모점포,346765.108,196304.3681,준대규모점포
3469,대규모점포,08_25_01_P,5670000,2.01157E+18,20110809,,3,폐업,3,폐업처리,20180829,,,,055-266-5560,977,642803,경상남도 창원시 성산구 남양동 22번지 운동시설동,"경상남도 창원시 성산구 가음로15번길 50 (남양동, 성원2차아파트 운동시설)",642803,(주)지에스리테일 창원남양점,2.01808E+13,I,23:01.0,그 밖의 대규모점포,355035.9459,191663.6164,준대규모점포
3470,대규모점포,08_25_01_P,5670000,2.00053E+18,20001104,,3,폐업,3,폐업처리,20211018,,,,055  2761412,23014,,경상남도 창원시 반지동 78호,경상남도 창원시 성산구 원이대로393번길 25 (반지동),,케이프타운,2.0211E+13,U,40:00.0,그 밖의 대규모점포,351260.4977,194674.7012,대규모점포
3471,대규모점포,08_25_01_P,5670000,2.00753E+18,20070207,,3,폐업,3,폐업처리,20121115,,,,055249 9000,8481.78,,경상남도 마산시 해운동 68호,경상남도 창원시 마산합포구 해안대로 51 (해운동),631872,성지아울렛,2.01211E+13,I,23:01.0,전문점,342378.5799,188083.1591,대규모점포
3472,대규모점포,08_25_01_P,4200000,2.01242E+18,20120109,,3,폐업,3,폐업처리,20210714,,,,033-642-6262,388,,,강원도 강릉시 율곡로2692번길 56 (입암동),210250,롯데슈퍼 강릉입암점,2.02107E+13,U,40:00.0,그 밖의 대규모점포,368411.4789,473875.1927,준대규모점포
3473,대규모점포,08_25_01_P,4200000,2.01242E+18,20120110,,3,폐업,3,폐업처리,20210714,,,,033-642-6262,388,,,강원도 강릉시 율곡로2692번길 56 (입암동),210250,롯데슈퍼강릉입암점,2.02107E+13,U,40:00.0,구분없음,368411.4789,473875.1927,준대규모점포
3474,대규모점포,08_25_01_P,4260000,2.01243E+18,20120127,,3,폐업,3,폐업처리,20191111,,,,033-344-5601,576.9,,,강원도 횡성군 횡성읍 태기로 29,225807,롯데쇼핑(주)롯데슈퍼 횡성점,2.01911E+13,U,40:00.0,구분없음,287247.1456,443694.1623,준대규모점포
3475,대규모점포,08_25_01_P,3690000,2.00837E+18,20061018,,3,폐업,3,폐업처리,20171129,,,,527011234,11618,681822,울산광역시 중구 학성동 349번지 15호,울산광역시 중구 구교로 59 (학성동),681822,(주)이마트 학성점,2.01711E+13,I,59:59.0,대형마트,411286.399,230936.5141,대규모점포
3476,대규모점포,08_25_01_P,3150000,2.01032E+18,20030123,,3,폐업,3,폐업처리,20141016,,,,221661052,18461.49,157823,서울특별시 강서구 과해동 676번지,"서울특별시 강서구 하늘길 70 (공항동, (주)이마트 공항점)",157812,(주)이마트 공항점,2.01412E+13,I,59:59.0,대형마트,182141.2055,451078.4799,대규모점포
3477,대규모점포,08_25_01_P,3150000,2.01032E+18,20100415,,3,폐업,3,폐업처리,20181226,,,,02-2169-8000,17623.04,157030,서울특별시 강서구 등촌동 73번지 1호 외 3필지,,,아름다운아울렛,2.01812E+13,U,40:00.0,전문점,186966.0362,451047.2873,대규모점포
3478,대규모점포,08_25_01_P,3240000,2.01132E+18,20110927,,3,폐업,3,폐업처리,20171012,,,,4782268,1153.33,134819,서울특별시 강동구 둔촌1동 172번지 1호,서울특별시 강동구 양재대로 1330 (둔촌동),134061,(주)지에스리테일 둔촌점,2.01803E+13,I,59:59.0,구분없음,211979.5206,446932.6537,준대규모점포
3479,대규모점포,08_25_01_P,3240000,2.01132E+18,20110927,,3,폐업,3,폐업처리,20170329,,,,4284162,1111.79,134832,서울특별시 강동구 명일동 48번지 지하1층,"서울특별시 강동구 고덕로62길 55, 지하1층 (명일동)",134832,(주)지에스리테일 주양점,2.01703E+13,I,59:59.0,구분없음,213493.9072,450038.8473,준대규모점포
3480,대규모점포,08_25_01_P,3240000,1.96832E+18,19681023,,3,폐업,3,폐업처리,20190201,,,,02-478-2191,1735.5,134873,서울특별시 강동구 천호동 421번지 1호,서울특별시 강동구 구천면로 205 (천호동),134873,천호시장,2.01902E+13,U,40:00.0,그 밖의 대규모점포,211196.1957,448722.8518,대규모점포
3481,대규모점포,08_25_01_P,3240000,1.99032E+18,19900528,,3,폐업,3,폐업처리,20200514,,,,02-485-6644,15055.25,134871,서울특별시 강동구 천호동 410번지 105호,서울특별시 강동구 진황도로 18 (천호동),134871,현대프라자,2.02005E+13,U,40:00.0,그 밖의 대규모점포,211336.1725,448556.7945,대규모점포
3482,대규모점포,08_25_01_P,3130000,2.00131E+18,19760116,,3,폐업,3,폐업처리,20151228,,,,717-7042,1077,,서울특별시 마포구 염리동 36번지 249호,서울특별시 마포구 숭문길 96 (염리동),,염리시장,2.02109E+13,U,40:00.0,시장,195236.1007,449819.8164,대규모점포
3483,대규모점포,08_25_01_P,3130000,2.00531E+18,19710520,,3,폐업,3,폐업처리,20190215,,,,334-5400,0,,서울특별시 마포구 노고산동 49번지 55호,서울특별시 마포구 신촌로 86 (노고산동),,신촌상가,2.01902E+13,U,40:00.0,시장,194158.3696,450273.1941,대규모점포
3484,대규모점포,08_25_01_P,3130000,2.01431E+18,20090618,,3,폐업,3,폐업처리,20220119,,,,325-5601,206.9,,,서울특별시 마포구 신촌로 88 (노고산동),121806,롯데슈퍼 신촌점,2.02201E+13,U,40:00.0,구분없음,194219.1914,450346.6098,준대규모점포
3485,대규모점포,08_25_01_P,3130000,2.01131E+18,20111213,,3,폐업,3,폐업처리,20140107,,,,3459,264,121896,서울특별시 마포구 서교동 441번지 6호,서울특별시 마포구 월드컵로 80 (서교동),,홈플러스익스프레스 망원점,2.01401E+13,I,59:59.0,구분없음,192018.0391,450449.0308,준대규모점포
3486,대규모점포,08_25_01_P,3130000,2.00531E+18,20051007,,3,폐업,3,폐업처리,20150416,,,,322 4531,3166.75,,서울특별시 마포구 서교동 487호,서울특별시 마포구 월드컵북로5나길 18 (서교동),,신교시장,2.01504E+13,I,59:59.0,그 밖의 대규모점포,192577.9908,450569.6705,대규모점포
3487,대규모점포,08_25_01_P,3160000,2.00732E+18,20070828,,3,폐업,3,폐업처리,20201227,,,,226392500,15852.3,,서울특별시 구로구 구로동 636번지 89호,서울특별시 구로구 경인로 482 (구로동),,롯데쇼핑(주) 롯데마트 구로점,2.02012E+13,U,40:00.0,대형마트,188669.4844,444010.7384,대규모점포
3488,대규모점포,08_25_01_P,3160000,2.00732E+18,20071119,,3,폐업,3,폐업처리,20120502,,,,02  26392500,3352,152050,서울특별시 구로구 구로동 636번지 89호 롯데마트 지하1층,"서울특별시 구로구 경인로 482 (구로동,롯데마트 지하1층)",,롯데쇼핑(주) TRU구로점,2.01205E+13,I,59:59.0,전문점,188669.4844,444010.7384,대규모점포
3489,대규모점포,08_25_01_P,3160000,2.00732E+18,19930830,,3,폐업,3,폐업처리,20191014,,,,02818 0812,24862.71,152050,서울특별시 구로구 구로동 573번지,서울특별시 구로구 구로중앙로 152 (구로동),,AK PLAZA,2.0191E+13,U,40:00.0,백화점,189570.3609,444336.0513,대규모점포
3490,대규모점포,08_25_01_P,3240000,2.01432E+18,19820118,,3,폐업,3,폐업처리,20180529,,,,02-476-3154,7207.95,134771,서울특별시 강동구 둔촌동 172번지 1호,서울특별시 강동구 양재대로 1330 (둔촌동),134771,둔촌종합상가,2.01807E+13,I,59:59.0,그 밖의 대규모점포,211979.5206,446932.6537,대규모점포
3491,대규모점포,08_25_01_P,3240000,2.01132E+18,20111007,,3,폐업,3,폐업처리,20140531,,,,02-474-5601,1128,134061,서울특별시 강동구 둔촌1동 444번지,서울특별시 강동구 풍성로63길 84 (둔촌동),134822,롯데쇼핑(주)롯데슈퍼둔촌점,2.01406E+13,I,59:59.0,대형마트,212334.6989,447728.8651,준대규모점포
3492,대규모점포,08_25_01_P,3240000,2.01332E+18,20070704,,3,폐업,3,폐업처리,20131029,20130725,20140724,,4416000,1324,134855,서울특별시 강동구 암사3동 451번지 16호,,,양지종합시장,2.0131E+13,I,59:59.0,시장,212082.0142,450348.7936,대규모점포
3493,대규모점포,08_25_01_P,3240000,2.01432E+18,19701231,,3,폐업,3,폐업처리,20190826,,,,02-478-1443,4348.7,134873,서울특별시 강동구 천호동 422번지 1호,서울특별시 강동구 올림픽로80길 58 (천호동),134873,동서울시장,2.01908E+13,U,40:00.0,시장,211265.3319,448886.3169,대규모점포
3494,대규모점포,08_25_01_P,3240000,2.01132E+18,20110927,,3,폐업,3,폐업처리,20170319,,,,4269122,585.01,134859,서울특별시 강동구 암사1동 488번지 21호,서울특별시 강동구 구천면로 317 (암사동),134051,(주)지에스리테일 암사점,2.01703E+13,I,59:59.0,구분없음,211856.4692,449540.6604,준대규모점포
3495,대규모점포,08_25_01_P,3240000,2.01132E+18,20110927,,3,폐업,3,폐업처리,20120322,,,,4940015,369,134857,서울특별시 강동구 암사1동 461번지 외6필지,,,롯데슈퍼암사가맹점,2.01203E+13,I,59:59.0,대형마트,211466.8855,450264.2764,준대규모점포
3496,대규모점포,08_25_01_P,3240000,2.01132E+18,20111007,,3,폐업,3,폐업처리,20171107,,,,473 5501,1103.74,134771,서울특별시 강동구 둔촌동 172번지 1호 둔촌종합상가 지하1층,"서울특별시 강동구 양재대로 1330, 지하1층 (둔촌동, 둔촌종합상가)",134771,(주)농협유통 하나로마트 둔촌점,2.01711E+13,I,59:59.0,구분없음,211979.5206,446932.6537,준대규모점포
3497,대규모점포,08_25_01_P,3240000,2.01132E+18,20111007,,3,폐업,3,폐업처리,20171213,,,,02-485-5607,196.39,134031,서울특별시 강동구 성내1동 164번지 1호,서울특별시 강동구 천호대로 1078 (성내동),134841,롯데쇼핑㈜롯데슈퍼강동점,2.01712E+13,I,59:59.0,구분없음,211532.3537,448182.5885,준대규모점포
3498,대규모점포,08_25_01_P,3220000,2.00132E+18,19780526,,3,폐업,3,폐업처리,20140324,20110415,20140430,,02 5441034,0,,서울특별시 강남구 청담동 122호,서울특별시 강남구 도산대로85길 30 (청담동),135955,청담제일시장,2.01403E+13,I,59:59.0,그 밖의 대규모점포,204391.4254,447439.7524,대규모점포
3499,대규모점포,08_25_01_P,3220000,2.00132E+18,19831011,,3,폐업,3,폐업처리,20101230,,,,02 5623886,0,,서울특별시 강남구 삼성동 122번지 8 호,서울특별시 강남구 봉은사로72길 39 (삼성동),135509,삼성종합시장,2.01312E+13,I,59:59.0,시장,204582.0998,445311.8063,대규모점포
3500,대규모점포,08_25_01_P,3220000,2.00132E+18,19810414,,3,폐업,3,폐업처리,20130220,,,,02 5673424,0,,서울특별시 강남구 역삼동 796번지 22  호,서울특별시 강남구 역삼로52길 14 (역삼동),135926,역삼시장,2.01312E+13,I,59:59.0,시장,204170.2781,444036.656,대규모점포
3501,대규모점포,08_25_01_P,3220000,2.00132E+18,19741227,,3,폐업,3,폐업처리,20130220,,,,02 5673504,0,,서울특별시 강남구 역삼동 754번지 2  호,서울특별시 강남구 역삼로52길 14 (역삼동),135926,역삼시장,2.01312E+13,I,59:59.0,그 밖의 대규모점포,204170.2781,444036.656,대규모점포
3502,대규모점포,08_25_01_P,3220000,2.00132E+18,19921226,,3,폐업,3,폐업처리,20210513,,,,02 4591567,0,,서울특별시 강남구 수서동 707호,"서울특별시 강남구 광평로51길 49 (수서동, 주공아파트)",135783,수서종합상가,2.02105E+13,U,40:00.0,그 밖의 대규모점포,208789.626,443219.2586,대규모점포
3503,대규모점포,08_25_01_P,3550000,20061,20060911,,3,폐업,3,폐업처리,20100507,,,,500-8700,8013.81,407063,인천광역시 계양구 작전동 899번지 1호,인천광역시 계양구 장제로 738 (작전동),,패션메카브(주),2.01102E+13,I,59:59.0,전문점,176465.2631,447989.6417,
3504,대규모점포,08_25_01_P,3550000,1.99036E+18,19900131,,3,폐업,3,폐업처리,20060727,,,,032 5430223,0,,인천광역시 계양구 계산동 926번지 27  호,인천광역시 계양구 하느재로 14 (계산동),,새나드리프라자,2.01011E+13,I,59:59.0,그 밖의 대규모점포,175658.2683,449209.1495,
3505,대규모점포,08_25_01_P,3550000,1.99436E+18,19940907,,3,폐업,3,폐업처리,20030411,,,,032 5433055,0,,인천광역시 계양구 임학동 67호,인천광역시 계양구 임학동로 38 (임학동),,훼밀리코아,2.01011E+13,I,59:59.0,그 밖의 대규모점포,176694.1195,449254.8612,
3506,대규모점포,08_25_01_P,3550000,1.99536E+18,19950512,,3,폐업,3,폐업처리,20030411,,,,032 5467466,0,,인천광역시 계양구 작전동 388번지 2   호,,,작전동보아파트상가,2.01011E+13,I,59:59.0,그 밖의 대규모점포,175891.7575,447146.0706,
3507,대규모점포,08_25_01_P,3550000,1.99636E+18,19960512,,3,폐업,3,폐업처리,20021129,,,,032 5537402,0,,인천광역시 계양구 병방동 432번지 2   호,인천광역시 계양구 장제로 894 (병방동),,서해상가,2.01011E+13,I,59:59.0,그 밖의 대규모점포,176990.5322,449326.5691,
3508,대규모점포,08_25_01_P,3550000,2.01036E+18,20100426,,3,폐업,3,폐업처리,20211116,20210406,20220405,20220406,325009000,11966,407061,인천광역시 계양구 작전1동 286번지 2호 외 3필지,인천광역시 계양구 아나지로 341 (작전동),407818,(주)농협하나로유통 하나로마트 인천점,2.02111E+13,U,40:00.0,대형마트,176114.8245,447137.5703,대규모점포
3509,대규모점포,08_25_01_P,3550000,2.01036E+18,20100621,,3,폐업,3,폐업처리,20220217,20160901,20170831,20170127,032 550 5000,11548.75,407060,인천광역시 계양구 작전동 899번지 1호 외 1필지,인천광역시 계양구 장제로 738 (작전동),407062,주식회사 메트로몰,2.02205E+13,U,40:00.0,쇼핑센터,176465.2631,447989.6417,대규모점포
3510,대규모점포,08_25_01_P,3550000,2.01136E+18,20110718,,3,폐업,3,폐업처리,20161121,,,,325429552,988,407320,인천광역시 계양구 병방동 167번지 2호,인천광역시 계양구 병방로 27 (병방동),407320,(주)지에스리테일GS수퍼 인천병방점,2.01611E+13,I,59:59.0,그 밖의 대규모점포,177256.1782,449391.0396,준대규모점포
3511,대규모점포,08_25_01_P,3550000,2.01236E+18,20120302,,3,폐업,3,폐업처리,20210625,,,,325152727,841,407330,인천광역시 계양구 박촌동 59번지,,,(주)지에스리테일GS수퍼인천박촌점,2.02106E+13,U,40:00.0,그 밖의 대규모점포,177412.5921,450372.046,준대규모점포
3512,대규모점포,08_25_01_P,3400000,2.01234E+18,20120214,,3,폐업,3,폐업처리,20180315,,,,051 724 4500,1316,619903,부산광역시 기장군 기장읍 대라리 57번지,부산광역시 기장군 기장읍 차성동로 63,,홈플러스(주) 익스프레스 기장점,2.01803E+13,I,59:59.0,대형마트,401671.5594,196027.5163,준대규모점포
3513,대규모점포,08_25_01_P,3340000,2.00533E+18,20050728,,3,폐업,3,폐업처리,20060413,,,,051 290 3310,0,,부산광역시 사하구 괴정동 961번지 1호,부산광역시 사하구 사하로 190 (괴정동),,세인트폴백화점(주),2.00803E+13,I,59:59.0,백화점,381751.0032,179575.52,
3514,대규모점포,08_25_01_P,3300000,2.00733E+18,20070905,,3,폐업,3,폐업처리,20190628,,,,555-8231,3242,607060,부산광역시 동래구 온천동 147번지 6호,부산광역시 동래구 온천장로119번길 48 (온천동),,온천시장,2.01906E+13,U,40:00.0,시장,389539.1821,193427.3799,대규모점포
3515,대규모점포,08_25_01_P,3340000,1.99633E+18,19960916,,3,폐업,3,폐업처리,20060414,,,,051 2903310,0,604811,부산광역시 사하구 괴정3동 961번지 1호,부산광역시 사하구 사하로 190 (괴정동),,신세화백화점괴정점,2.0121E+13,I,59:59.0,백화점,381751.0032,179575.52,대규모점포
3516,대규모점포,08_25_01_P,3340000,2.01133E+18,20110831,,3,폐업,3,폐업처리,20210518,,,,261-5601,810.9,604824,부산광역시 사하구 다대1동 649번지,부산광역시 사하구 윤공단로 4 (다대동),604729,롯데쇼핑(주)롯데슈퍼 다대점,2.02105E+13,U,40:00.0,그 밖의 대규모점포,379672.1341,174638.87,준대규모점포
3517,대규모점포,08_25_01_P,3340000,2.01233E+18,20120323,,3,폐업,3,폐업처리,20210518,20151116,20151216,,291-5601,3834.7,604807,부산광역시 사하구 괴정2동 358번지 1호,부산광역시 사하구 낙동대로 123 (괴정동),604807,롯데쇼핑(주) 롯데슈퍼 괴정점,2.02105E+13,U,40:00.0,그 밖의 대규모점포,382500.0987,180032.7362,준대규모점포
3518,대규모점포,08_25_01_P,3340000,2.01233E+18,20120323,,3,폐업,3,폐업처리,20210518,,,,266-5604,765.3,604840,부산광역시 사하구 장림2동 287번지 1호,부산광역시 사하구 다대로277번길 12 (장림동),604840,롯데쇼핑(주) 롯데슈퍼 장림점,2.02105E+13,U,40:00.0,그 밖의 대규모점포,380347.0981,177139.5754,준대규모점포
3519,대규모점포,08_25_01_P,4210000,1.98742E+18,19871124,,3,폐업,3,폐업처리,20060614,,,,3305334133,5008.96,,강원도 동해시 발한동 219번지 5호,강원도 동해시 발한로 176 (발한동),240041,동해프라자,2.01312E+13,I,59:59.0,그 밖의 대규모점포,386041.5515,451448.8936,대규모점포
3520,대규모점포,08_25_01_P,4210000,1.99442E+18,19940817,,3,폐업,3,폐업처리,20180101,,,,033-533-8303,7517.59,,강원도 동해시 천곡동 941호,강원도 동해시 동굴로 147 (천곡동),,(주)중앙시장동해유통타운,2.02008E+13,U,40:00.0,그 밖의 대규모점포,387316.5737,448511.5245,대규모점포
3521,대규모점포,08_25_01_P,4210000,1.99942E+18,19990707,,3,폐업,3,폐업처리,20180328,,,,033-533-3997,5173.85,,강원도 동해시 천곡동 942호,강원도 동해시 동굴로 149 (천곡동),,신동해프라자,2.02008E+13,U,40:00.0,그 밖의 대규모점포,387364.8629,448530.7989,대규모점포
3522,대규모점포,08_25_01_P,4230000,2.00242E+18,20020502,,3,폐업,3,폐업처리,20050824,,,,033-637-1100,4101.24,,강원도 속초시 조양동 663-1호,,,대원마트,2.00806E+13,I,59:59.0,대형마트,,,
3523,대규모점포,08_25_01_P,4230000,2.00242E+18,20020923,,3,폐업,3,폐업처리,20061101,,,,033635 5000,0,,강원도 속초시 조양동 1498번지 2호,강원도 속초시 조양상가길 25 (조양동),,D-마트,2.00806E+13,I,59:59.0,대형마트,338339.9746,521995.5235,
3524,대규모점포,08_25_01_P,4540000,2.01645E+18,20160715,,3,폐업,3,폐업처리,20191030,,,,730-8010,3952.61,,충청남도 논산시 내동 72번지 4호,충청남도 논산시 대학로 48 (내동),32997,논산농협하나로마트분사,2.0191E+13,U,40:00.0,대형마트,209225.508,297462.705,대규모점포
3525,대규모점포,08_25_01_P,4490000,2.00045E+18,19890930,,3,폐업,3,폐업처리,20100423,,,,041 5599011,8388,,충청남도 천안시 신부동 354번지 1호,충청남도 천안시 동남구 만남로 43 (신부동),,갤러리아백화점,2.01004E+13,I,59:59.0,백화점,213910.8506,368774.0876,
3526,대규모점포,08_25_01_P,4530000,2.00045E+18,19990409,,3,폐업,3,폐업처리,20140512,,,,041 6693311,0,,충청남도 서산시 읍내동 144번지 1   호 서부종합시장내 지하층,,,크레바스마트,2.01405E+13,I,59:59.0,대형마트,150878.333,364446.1706,대규모점포
3527,대규모점포,08_25_01_P,4530000,2.00045E+18,19990501,,3,폐업,3,폐업처리,20140512,,,,041-000-0000,0,,충청남도 서산시 동문동 1031번지 1   호 외 3필지,,,L마트,2.01405E+13,I,59:59.0,그 밖의 대규모점포,151366.0436,364304.7547,대규모점포
3528,대규모점포,08_25_01_P,4530000,2.00945E+18,20070830,,3,폐업,3,폐업처리,20140424,,,,660-4850,3342.82,356110,충청남도 서산시 석남동 128번지,충청남도 서산시 동서1로 157 (석남동),,서산농업협동조합 하나로마트,2.01404E+13,I,59:59.0,그 밖의 대규모점포,151123.2387,362915.4836,대규모점포
3529,대규모점포,08_25_01_P,4530000,2.01345E+18,20130115,,3,폐업,3,폐업처리,20140424,,,,041) 660-4801,2104.55,356020,충청남도 서산시 읍내동 114번지 13호,충청남도 서산시 고운로 106 (읍내동),,서산농협 서부지점 하나로마트,2.01404E+13,I,59:59.0,,150781.1697,364400.8572,준대규모점포
3530,대규모점포,08_25_01_P,4610000,2.01346E+18,20120321,,3,폐업,3,폐업처리,20160909,,,,413351155,459.62,,,충청남도 예산군 예산읍 사직로 16,340806,롯데슈퍼 예산가맹점,2.01609E+13,I,59:59.0,그 밖의 대규모점포,186383.442,353305.3311,준대규모점포
3531,대규모점포,08_25_01_P,4520000,2.00545E+18,20050113,,3,폐업,3,폐업처리,20130819,,,,415385000,3295,336070,충청남도 아산시 방축동 101번지 4호,,,아산원예농협하나로클럽,2.01308E+13,I,59:59.0,대형마트,,,
3532,대규모점포,08_25_01_P,4520000,2.01145E+18,20111130,,3,폐업,3,폐업처리,20181022,,,,041-549-3111,1498.9,336815,충청남도 아산시 온양1동 1637번지,충청남도 아산시 시민로 444 (온천동),,롯데쇼핑(주)롯데슈퍼 아산점,2.0181E+13,U,37:35.0,그 밖의 대규모점포,200110.19,365219.795,준대규모점포
3533,대규모점포,08_25_01_P,4390000,2.01144E+18,19970506,,3,폐업,3,폐업처리,20191112,,,19881105,844-6162,8928.07,380020,충청북도 충주시 성서동 163번지,,,충주현대타운,2.01911E+13,U,40:00.0,그 밖의 대규모점포,282848.6516,385942.1515,
3534,대규모점포,08_25_01_P,4000000,1.9994E+18,19990508,,3,폐업,3,폐업처리,20091210,,,,3103763171,5853,,경기도 오산시 은계동 7번지,경기도 오산시 현충로 95 (은계동),18131,(주)투마트,2.01901E+13,U,40:00.0,대형마트,206817.265,406565.2118,대규모점포
3535,대규모점포,08_25_01_P,4000000,1.9994E+18,19990814,,3,폐업,3,폐업처리,20091201,,,,3103751616,8201,,경기도 오산시 원동 771번지 2호,경기도 오산시 오산로198번길 30 (원동),18141,오산종합시장,2.01901E+13,U,40:00.0,그 밖의 대규모점포,206284.8213,404796.6503,대규모점포
3536,대규모점포,08_25_01_P,4000000,2.0084E+18,20080722,,3,폐업,3,폐업처리,20130131,,,,313785225,6023.48,447060,경기도 오산시 원동 841번지,경기도 오산시 원동로 6 (원동),,오산 파크스퀘어,2.01302E+13,I,59:59.0,그 밖의 대규모점포,206118.2736,404474.5956,대규모점포
3537,대규모점포,08_25_01_P,4060000,2.01241E+18,20120523,,3,폐업,3,폐업처리,20150131,,,,031-952-7952,998.01,413904,경기도 파주시 문산읍 문산1리 22번지 6호,경기도 파주시 문산읍 문향로 23,413902,에브리데이 문산역점,2.01502E+13,I,59:59.0,구분없음,181068.6164,483509.5206,준대규모점포
3538,대규모점포,08_25_01_P,4060000,2.01241E+18,20120523,,3,폐업,3,폐업처리,20170630,,,,031-945-5545,995.98,413012,경기도 파주시 금촌2동 956번지 1호,경기도 파주시 후곡로 14 (금촌동),,이마트에브리데이 금촌동점,2.01707E+13,I,59:59.0,구분없음,179924.7096,472664.0814,준대규모점포
3539,대규모점포,08_25_01_P,4050000,2.00741E+18,20070228,,3,폐업,3,폐업처리,20210128,,,,031 6790505,10973.41,446528,경기도 용인시 기흥구 중동 838번지,경기도 용인시 기흥구 동백5로 22 (중동),446766,(주)쥬네브문월드,2.02101E+13,U,40:00.0,쇼핑센터,213356.8076,419341.204,대규모점포
3540,대규모점포,08_25_01_P,4050000,2.00541E+18,20050411,,3,폐업,3,폐업처리,20191124,,,,312662500,15563,,경기도 용인시기흥구 보정동 266번지 4호,경기도 용인시 기흥구 진산로 116 (보정동),446998,롯데쇼핑(주) 롯데마트 수지점,2.01912E+13,U,40:00.0,대형마트,208744.1804,424312.3909,대규모점포
3541,대규모점포,08_25_01_P,4060000,2.01241E+18,20120206,,3,폐업,3,폐업처리,20220418,,,,031-944-0732,1384.99,413826,경기도 파주시 금촌2동 956번지 5호,경기도 파주시 황골로 39 (금촌동),413826,(주)지에스리테일금촌점,2.02204E+13,U,40:00.0,구분없음,179944.0181,472609.616,준대규모점포
3542,대규모점포,08_25_01_P,4060000,2.01241E+18,20120314,,3,폐업,3,폐업처리,20141231,,,,031-944-2288,825.53,,,경기도 파주시 중앙로 190 (금능동),413030,(주)지에스리테일 GS슈퍼 파주금능점,2.01502E+13,I,59:59.0,구분없음,180848.816,472818.4135,준대규모점포
3543,대규모점포,08_25_01_P,4060000,2.01241E+18,20120523,,3,폐업,3,폐업처리,20160707,,,,031-953-9533,990,413904,경기도 파주시 문산읍 문산1리 11번지 9호,경기도 파주시 문산읍 문향로39번길 8,,에브리데이 문산점,2.01607E+13,I,59:59.0,구분없음,181019.4452,483687.3247,준대규모점포
3544,대규모점포,08_25_01_P,3910000,2.01239E+18,20120522,,3,폐업,3,폐업처리,20200131,,,,611-5606,919.3,459110,경기도 평택시 지산동 631번지 3호,경기도 평택시 지산로 114 (지산동),459110,롯데슈퍼 지산점,2.02002E+13,U,40:00.0,그 밖의 대규모점포,205918.4278,397698.5517,준대규모점포
3545,대규모점포,08_25_01_P,4070000,2.01241E+18,20120626,,3,폐업,3,폐업처리,20200131,,,,031-634-5601,740.8,467020,경기도 이천시 관고동 501번지 7호,경기도 이천시 설봉로19번길 12 (관고동),467020,롯데쇼핑(주) 롯데슈퍼 관고점,2.02002E+13,U,40:00.0,구분없음,238639.2719,419727.493,준대규모점포
3546,대규모점포,08_25_01_P,3220000,2.00132E+18,19911230,,3,폐업,3,폐업처리,20100210,,,,02 5602637,0,,서울특별시 강남구 역삼동 701호,,,서울상록회관,2.01002E+13,I,59:59.0,대형마트,203746.5376,444628.0781,
3547,대규모점포,08_25_01_P,3220000,2.00832E+18,20061018,,3,폐업,3,폐업처리,20190831,,,,02-6908-1051,0,135080,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),135926,(주)신세계마트 이마트 역삼점,2.01908E+13,U,40:00.0,대형마트,204213.6432,444113.0282,대규모점포
3548,대규모점포,08_25_01_P,3220000,2.01132E+18,20110412,,3,폐업,3,폐업처리,20190831,,,,02)727-1381,3200.38,135948,서울특별시 강남구 청담동 4번지 1호 외 9필지,서울특별시 강남구 도산대로 442 (청담동),135948,SSG Food Market 백화점,2.01908E+13,U,40:00.0,백화점,203789.5881,446796.1283,대규모점포
